Date,BRL,EGP,TRY
2018-01-01,0.0,0.0,0.0
2018-01-02,0.0010274340763432256,-0.0011272505684517872,-0.0010018232662097428
2018-01-03,-0.016198139078136605,-0.0010722009127345725,-0.006749019002934577
2018-01-04,-0.006868646742612354,-0.001695241825923636,0.003975543872927154
2018-01-05,-0.0007420956414319666,-2.82622116234476e-05,-0.008054937947377862
2018-01-08,-0.002012479851231147,-0.0006788566528136819,-0.004789716190461633
2018-01-09,0.0038357354232275306,-0.0018977599191134327,0.003089773233761409
2018-01-10,0.002405213710579131,0.0007368847343483425,0.006527945371752642
2018-01-11,-0.006302946094349722,0.00203765839841067,0.008003117312488782
2018-01-12,-0.003788433822484383,-0.0005656238413606672,-0.006642715892754922
2018-01-15,-0.004208949476505021,-0.00042440094480134904,-0.005844465630943962
2018-01-16,0.003897804219831602,0.0018661476811590266,0.012821402476351317
2018-01-17,0.0029522004042043496,0.0,-0.0003421291472996809
2018-01-18,-0.00015522418568994425,-0.0006499844739190548,0.004334218158443581
2018-01-19,-0.005321020565178575,0.0003674063203735015,-0.013109883517899414
2018-01-22,-0.0032501221578321456,-0.0033964238024822317,0.01522026825669355
2018-01-23,0.0018763622846645195,0.002604952500198969,-0.012297971208470085
2018-01-24,0.0108139557521957,0.0008762962441867831,-0.0022002384308611963
2018-01-25,-0.02833778231593721,-0.002007980159886121,-0.00500161217869182
2018-01-26,0.000572098501876975,-0.0001132928659052117,0.0027380554762141372
2018-01-29,0.0013020482729613778,-0.00042477350553318333,-0.00258335671073941
2018-01-30,0.0008247802405649504,-0.00028335466607903984,0.009665221274208238
2018-01-31,0.008179333839870915,-0.0018717023697500989,-0.0028246591765250907
2018-02-01,0.0016341127787301876,0.0022116751168500064,-0.005156638440629982
2018-02-02,-0.006615835378836612,-0.001644093023458026,-0.006034714042566103
2018-02-05,0.01620949917691607,0.0011340905499315752,0.01017912799605803
2018-02-06,0.014112817574474405,-0.00034003806915942046,0.003916093120583122
2018-02-07,-0.008530330169440214,-0.0009643041099519296,-0.00582411048595631
2018-02-08,0.011225180849349542,0.0013610940306825819,0.009987928022271362
2018-02-09,0.004485455893855162,0.0006514966904854554,0.005277281502539625
2018-02-12,0.001885840216406463,-0.0015020309534840403,-0.0015367410139467716
2018-02-13,0.0009718794798863554,0.0031997189540114955,-0.005014170973311511
2018-02-14,6.0724687278341765e-05,-0.0005373056178676199,0.0018783191626053225
2018-02-15,-0.023962755563366998,0.00039591468350875353,-0.006610836250499092
2018-02-16,0.003166359462204291,-0.0035688877873367754,-0.004010975944371714
2018-02-19,0.0005577604680910838,-0.00045407390816674,-0.004726133492530779
2018-02-20,0.0015167163436832223,0.0005675060610867061,0.003021945682599458
2018-02-21,0.006535824934950697,0.003511971266666516,0.010484532251511547
2018-02-22,0.004078553823960256,-0.0008485018097893233,-0.0015652773803517834
2018-02-23,-0.005800902085027557,-0.0005378074956993267,-0.0024979907539284976
2018-02-26,-0.0035461212562159124,0.001160119734258197,0.001437206168407846
2018-02-27,-0.0045512828902367335,-0.002860201126736575,-0.0007262499622649385
2018-02-28,0.008035902339836056,-0.0009647145053314219,0.00792345504296566
2018-03-01,-0.0011396418510936145,0.0010214016276984858,-0.0032291581668582262
2018-03-02,0.0016012533868845003,-0.001106628714347635,0.001261357442049054
2018-03-05,-0.00012310492347932715,0.0002839176891670496,0.0006301451642412141
2018-03-06,-0.002649986679461648,-0.0010222427216708663,0.00013121202859581654
2018-03-07,-0.010234231976678663,0.00028401901286975934,-0.00310144298932826
2018-03-08,0.01082028597520909,0.0004543060196341974,0.00196971296321899
2018-03-09,0.007128632345276917,-0.001363646156025642,0.004511273910968709
2018-03-12,-0.003066449510836503,0.0001137534110305153,-0.003012216752963776
2018-03-13,0.001289049892890295,0.0004262704049892416,0.008021250415640687
2018-03-14,-0.0004908811664026383,0.00034092888386891843,0.007053418144457653
2018-03-15,-6.13130698951492e-05,8.515989208269924e-05,0.002683817975531666
2018-03-16,0.00721645269502869,-0.0012503900289224507,0.003406263422015378
2018-03-19,-0.0006095075073169912,-0.0009673219499094324,0.006339118913329698
2018-03-20,0.0012187163393600606,0.0021041638443773268,0.006357534862253713
2018-03-21,0.00746272983776403,-0.00031254064149687373,-0.0028290776655517883
2018-03-22,-0.010940034506483159,5.679342585117961e-05,-0.005963553276599441
2018-03-23,0.012570747650040815,0.00011368554514633296,0.016520192536171537
2018-03-26,0.00012070915998625624,0.00019883734937424223,0.0018905588694099916
2018-03-27,-0.0012679574091412637,0.0010786670429154064,-0.004001539613974636
2018-03-28,0.0037990592481772245,-0.0007378640249509627,0.0034438125597322858
2018-03-29,-0.0010840146038040065,0.0003122105370478805,0.008538038641327605
2018-03-30,-0.004771404697355854,-0.0008518509043866487,-0.01719021655857304
2018-04-02,-0.00045413407336424553,-0.00105162371367926,0.0017576594449216826
2018-04-03,0.0022385693819147205,-0.00011380516925339102,0.006371610240870086
2018-04-04,0.009024237268033095,-0.0005974454582774275,0.0030754463293779944
2018-04-05,-0.0035098214950643773,0.005109446657729998,0.002443501684207223
